기준일자,박스오피스순위,영화명,해당일관객수,누적관객수,스크린수,상영횟수
2026-07-24,6,다윗,5347,179204,318,393
2026-07-24,7,드림 애니멀즈: 더무비,3368,12472,305,389
2026-07-24,8,호컴,1540,6190,123,179
2026-07-24,9,군체,1199,5840151,131,156
2026-07-24,10,와일드 씽,1112,1344042,41,44
2026-07-23,1,호프,114997,2648318,2222,7628
2026-07-23,2,미니언즈 & 몬스터즈,16713,445048,766,1884
2026-07-23,3,모아나,13261,822231,699,1365
2026-07-23,4,눈동자,9417,1474465,611,1071
2026-07-23,5,토이 스토리 5,8043,2783146,520,800
2026-07-23,6,다윗,4502,173857,310,393
2026-07-23,7,호컴,1508,4650,122,186
2026-07-23,8,군체,1281,5838952,153,178
2026-07-23,9,마티 슈프림,910,120904,53,68
2026-07-23,10,오디세이,624,624,1,1
2026-07-22,1,호프,131737,2533321,2230,7678
2026-07-22,2,미니언즈 & 몬스터즈,18075,428335,759,1891
2026-07-22,3,모아나,13159,808970,709,1378
2026-07-22,4,눈동자,11292,1465048,610,1092
2026-07-22,5,토이 스토리 5,9028,2775103,517,792
2026-07-22,6,다윗,3002,169355,305,376
2026-07-22,7,호컴,2032,3142,124,192
2026-07-22,8,지느러미,1543,2542,54,70
2026-07-22,9,군체,1414,5837671,145,174
2026-07-22,10,마티 슈프림,1216,119994,58,71
2026-07-21,1,호프,128899,2401584,2224,7696
2026-07-21,2,미니언즈 & 몬스터즈,18765,410260,822,2003
2026-07-21,3,모아나,12634,795811,667,1266
2026-07-21,4,눈동자,12341,1453756,621,1030
2026-07-21,5,토이 스토리 5,8400,2766075,503,741
2026-07-21,6,다윗,3362,166353,306,369
2026-07-21,7,군체,1252,5836257,134,160
2026-07-21,8,사랑의 하츄핑: 고래보석의 전설,874,874,4,4
2026-07-21,9,마티 슈프림,815,118778,51,61
2026-07-21,10,와일드 씽,713,1341798,39,42
2026-07-20,1,호프,143061,2272685,2209,7657
2026-07-20,2,미니언즈 & 몬스터즈,16807,391495,765,1938
2026-07-20,3,모아나,11094,783177,649,1216
2026-07-20,4,눈동자,10217,1441415,597,1007
2026-07-20,5,토이 스토리 5,7510,2757675,486,706
2026-07-20,6,다윗,3242,162991,298,367
2026-07-20,7,군체,1125,5835005,137,162
2026-07-20,8,마티 슈프림,881,117963,57,67
2026-07-20,9,드림 애니멀즈: 더무비,654,8355,5,5
2026-07-20,10,파리의 사생활,352,3736,26,27
2026-07-19,1,호프,397003,2129624,2334,8399
2026-07-19,2,미니언즈 & 몬스터즈,85957,374688,1039,2902
2026-07-19,3,모아나,49965,772083,846,1503
2026-07-19,4,토이 스토리 5,34777,2750165,596,926
2026-07-19,5,다윗,21569,159749,418,521
2026-07-19,6,눈동자,19890,1431198,577,858
2026-07-19,7,군체,1846,5833880,113,124
2026-07-19,8,마티 슈프림,1730,117082,69,76
2026-07-19,9,극장판 도라에몽: 신 진구의 해저비밀성,1679,65734,83,100
2026-07-19,10,블리치 천년혈전 편 : 화진담,977,13980,9,10
2026-07-18,1,호프,512171,1732621,2376,8919
2026-07-18,2,미니언즈 & 몬스터즈,96184,288731,1034,3003
2026-07-18,3,모아나,56032,722118,823,1533
2026-07-18,4,토이 스토리 5,37157,2715388,605,923
2026-07-18,5,눈동자,24827,1411308,598,901
2026-07-18,6,다윗,20275,138180,399,500
2026-07-18,7,군체,2950,5832034,121,142
2026-07-18,8,극장판 도라에몽: 신 진구의 해저비밀성,2457,64055,88,108
2026-07-18,9,마티 슈프림,2086,115352,67,73
2026-07-18,10,블리치 천년혈전 편 : 화진담,1212,13003,11,12
2026-07-17,1,호프,594766,1220450,2386,8997
2026-07-17,2,미니언즈 & 몬스터즈,126338,192547,1043,3098
2026-07-17,3,모아나,67550,666086,774,1462
2026-07-17,4,토이 스토리 5,42786,2678231,566,847
2026-07-17,5,눈동자,30840,1386481,614,946
2026-07-17,6,다윗,22707,117905,362,441
2026-07-17,7,군체,6738,5829084,131,159
2026-07-17,8,극장판 도라에몽: 신 진구의 해저비밀성,2286,61598,78,85
2026-07-17,9,마티 슈프림,2034,113266,75,78
2026-07-17,10,블리치 천년혈전 편 : 화진담,1302,11791,10,12
2026-07-16,1,호프,274440,625684,2424,8592
2026-07-16,2,미니언즈 & 몬스터즈,30647,66209,893,2425
2026-07-16,3,모아나,19016,598536,709,1244
2026-07-16,4,눈동자,16755,1355641,626,989
2026-07-16,5,토이 스토리 5,11751,2635445,498,691
2026-07-16,6,다윗,4642,95198,321,372
2026-07-16,7,군체,2069,5822346,142,164
2026-07-16,8,마티 슈프림,1678,111232,60,67
2026-07-16,9,왕과 사는 남자,662,16912665,14,14
2026-07-16,10,파리의 사생활,590,1391,30,32
2026-07-15,1,호프,333886,351244,2403,8343
2026-07-15,2,미니언즈 & 몬스터즈,31725,35562,851,2448
2026-07-15,3,모아나,13018,579520,657,1142
2026-07-15,4,눈동자,11859,1338886,579,913
2026-07-15,5,토이 스토리 5,8518,2623694,440,584
2026-07-15,6,다윗,3976,90556,312,368
2026-07-15,7,마티 슈프림,1385,109554,66,70
2026-07-15,8,와일드 씽,1205,1338807,46,48
2026-07-15,9,군체,1122,5820277,126,144
2026-07-15,10,나무의 노래,1033,4185,6,6
2026-07-14,1,모아나,25966,566502,1155,3922
2026-07-14,2,눈동자,22901,1327027,890,3096
2026-07-14,3,토이 스토리 5,17149,2615176,700,2072
2026-07-14,4,군체,5977,5819155,502,791
2026-07-14,5,다윗,5797,86580,483,900
2026-07-14,6,마티 슈프림,3118,108169,195,227
2026-07-14,7,와일드 씽,2427,1337602,288,369
2026-07-14,8,호프,2313,17358,7,7
2026-07-14,9,백룸,1158,1211546,101,129
2026-07-14,10,하나 코리아,993,12896,131,167
2026-07-13,1,모아나,29084,540536,1127,4097
2026-07-13,2,눈동자,26897,1304126,898,3214
2026-07-13,3,토이 스토리 5,17731,2598027,697,2082
2026-07-13,4,군체,6106,5813178,493,788
2026-07-13,5,다윗,5314,80783,455,922
2026-07-13,6,호프,4365,15045,17,17
2026-07-13,7,마티 슈프림,2961,105051,185,211
2026-07-13,8,와일드 씽,1947,1335175,272,337
2026-07-13,9,그린랜드 2: 마이그레이션,1346,53889,130,160
2026-07-13,10,백룸,1325,1210388,105,139
2026-07-12,1,모아나,164927,511452,1435,5749
2026-07-12,2,토이 스토리 5,98662,2580296,1012,3094
2026-07-12,3,눈동자,95568,1277229,1035,3626
2026-07-12,4,다윗,26703,75469,669,1249
2026-07-12,5,군체,13527,5807072,501,736
2026-07-12,6,호프,5050,10680,27,27
2026-07-12,7,마티 슈프림,4890,102090,187,209
2026-07-12,8,극장판 도라에몽: 신 진구의 해저비밀성,4880,57150,188,323
2026-07-12,9,와일드 씽,3721,1333228,269,329
2026-07-12,10,백룸,2901,1209063,111,148
2026-07-11,1,모아나,180174,346525,1449,6004
2026-07-11,2,눈동자,111498,1181661,1026,3833
2026-07-11,3,토이 스토리 5,103545,2481634,994,3128
2026-07-11,4,다윗,23132,48766,649,1343
2026-07-11,5,군체,15644,5793545,517,777
2026-07-11,6,마티 슈프림,5870,97200,195,214
2026-07-11,7,극장판 도라에몽: 신 진구의 해저비밀성,5580,52270,199,347
2026-07-11,8,호프,5096,5630,27,27
2026-07-11,9,와일드 씽,4813,1329507,301,379
2026-07-11,10,백룸,3479,1206162,119,154
2026-07-10,1,모아나,58817,166351,1329,5091
2026-07-10,2,눈동자,50730,1070163,956,3476
2026-07-10,3,토이 스토리 5,36305,2378089,745,2290
2026-07-10,4,다윗,7840,25634,547,1191
2026-07-10,5,군체,7837,5777901,501,789
2026-07-10,6,와일드 씽,3787,1324694,318,434
2026-07-10,7,마티 슈프림,3526,91330,202,231
2026-07-10,8,그린랜드 2: 마이그레이션,2819,48531,136,162
2026-07-10,9,하나 코리아,2139,8404,140,192
2026-07-10,10,백룸,1807,1202683,126,154
2026-07-09,1,모아나,39885,107534,1349,4937
2026-07-09,2,눈동자,38125,1019433,960,3499
2026-07-09,3,토이 스토리 5,24625,2341784,756,2288
2026-07-09,4,군체,7381,5770064,530,895
2026-07-09,5,와일드 씽,3641,1320907,345,495
2026-07-09,6,그린랜드 2: 마이그레이션,3012,45712,154,200
2026-07-09,7,마티 슈프림,2737,87804,204,235
2026-07-09,8,하나 코리아,2136,6265,146,204
2026-07-09,9,키퍼,1491,3439,99,175
2026-07-09,10,백룸,1319,1200876,107,142
2026-07-08,1,모아나,67025,67649,1374,5260
2026-07-08,2,눈동자,50512,981308,982,3538
2026-07-08,3,토이 스토리 5,34341,2317159,756,2284
2026-07-08,4,군체,8621,5762683,524,889
2026-07-08,5,와일드 씽,4218,1317266,332,480
2026-07-08,6,마티 슈프림,3757,85067,200,239
2026-07-08,7,하나 코리아,2500,4129,170,228
2026-07-08,8,백룸,1963,1199557,108,145
2026-07-08,9,키퍼,1948,1948,119,194
2026-07-08,10,시크릿 에이전트,1742,2779,83,93
2026-07-07,1,눈동자,44464,930796,1002,3536
2026-07-07,2,토이 스토리 5,33386,2282818,1026,3360
2026-07-07,3,군체,9370,5754062,608,1379
2026-07-07,4,마티 슈프림,5542,81310,562,1025
2026-07-07,5,와일드 씽,4631,1313048,501,821
2026-07-07,6,그린랜드 2: 마이그레이션,3039,41199,337,540
2026-07-07,7,백룸,2736,1197594,229,314
2026-07-07,8,짝사랑 세계,1671,23203,109,153
2026-07-07,9,극장판 도라에몽: 신 진구의 해저비밀성,1482,43143,126,366
2026-07-07,10,극장판 암살교실 모두의 시간,1344,19877,124,171
2026-07-06,1,눈동자,43648,886332,994,3534
2026-07-06,2,토이 스토리 5,30951,2249432,987,3305
2026-07-06,3,군체,9642,5744692,624,1416
2026-07-06,4,마티 슈프림,5506,75768,553,1020
2026-07-06,5,와일드 씽,4806,1308417,491,831
2026-07-06,6,백룸,2775,1194858,229,314
2026-07-06,7,그린랜드 2: 마이그레이션,2587,38160,327,525
2026-07-06,8,극장판 도라에몽: 신 진구의 해저비밀성,1604,41661,132,387
2026-07-06,9,극장판 암살교실 모두의 시간,1313,18533,125,175
2026-07-06,10,앤팀 브이알 콘서트 : 바운드리스,1041,8609,1,8
2026-07-05,1,토이 스토리 5,172402,2218481,1463,5799
2026-07-05,2,눈동자,127134,842684,1157,4082
2026-07-05,3,군체,24538,5735050,680,1241
2026-07-05,4,마티 슈프림,12848,70262,627,1065
2026-07-05,5,와일드 씽,12250,1303611,554,865
2026-07-05,6,극장판 도라에몽: 신 진구의 해저비밀성,11358,40057,194,592
2026-07-05,7,그린랜드 2: 마이그레이션,7092,35573,349,550
2026-07-05,8,백룸,6387,1192083,235,325
2026-07-05,9,다윗,4968,16159,87,87
2026-07-05,10,극장판 암살교실 모두의 시간,3453,17220,132,180
2026-07-04,1,토이 스토리 5,183905,2046079,1496,6058
2026-07-04,2,눈동자,141257,715550,1177,4257
2026-07-04,3,군체,27477,5710512,711,1306
2026-07-04,4,마티 슈프림,15083,57414,656,1143
2026-07-04,5,와일드 씽,14047,1291361,557,917
2026-07-04,6,극장판 도라에몽: 신 진구의 해저비밀성,12650,28699,194,616
2026-07-04,7,그린랜드 2: 마이그레이션,7954,28481,353,562
2026-07-04,8,백룸,7607,1185696,240,347
2026-07-04,9,극장판 암살교실 모두의 시간,3746,13767,133,185
2026-07-04,10,슈퍼걸,3280,135798,365,484
2026-07-03,1,눈동자,91438,574293,1032,3483
2026-07-03,2,토이 스토리 5,72727,1862174,1160,4089
2026-07-03,3,군체,19053,5683035,682,1452
2026-07-03,4,마티 슈프림,10570,42331,656,1391
2026-07-03,5,와일드 씽,8944,1277314,606,1006
2026-07-03,6,백룸,6085,1178089,262,363
2026-07-03,7,그린랜드 2: 마이그레이션,5656,20527,370,660
2026-07-03,8,극장판 도라에몽: 신 진구의 해저비밀성,5371,16049,148,543
2026-07-03,9,슈퍼걸,2555,132518,412,516
2026-07-03,10,극장판 암살교실 모두의 시간,2496,10021,137,201
2026-07-02,1,눈동자,50720,482855,894,2870
2026-07-02,2,토이 스토리 5,45353,1789447,1043,3434
2026-07-02,3,군체,13009,5663982,667,1465
2026-07-02,4,마티 슈프림,10360,31761,686,1464
2026-07-02,5,와일드 씽,6987,1268370,576,965
2026-07-02,6,그린랜드 2: 마이그레이션,6288,14871,374,709
2026-07-02,7,백룸,3843,1172004,237,312
2026-07-02,8,극장판 도라에몽: 신 진구의 해저비밀성,3157,10678,143,495
2026-07-02,9,극장판 암살교실 모두의 시간,2680,7525,145,210
2026-07-02,10,슈퍼걸,2567,129963,471,619
2026-07-01,1,눈동자,49098,432135,872,2804
2026-07-01,2,토이 스토리 5,44064,1744094,1030,3444
2026-07-01,3,마티 슈프림,19984,21401,738,1625
2026-07-01,4,군체,13988,5650973,666,1485
2026-07-01,5,그린랜드 2: 마이그레이션,8165,8583,378,733
2026-07-01,6,와일드 씽,7779,1261383,589,991
2026-07-01,7,극장판 도라에몽: 신 진구의 해저비밀성,6619,7521,141,538
2026-07-01,8,극장판 암살교실 모두의 시간,4845,4845,143,214
2026-07-01,9,백룸,3866,1168161,229,310
2026-07-01,10,슈퍼걸,3193,127396,507,706
2026-06-30,1,토이 스토리 5,42008,1700030,1156,4210
2026-06-30,2,눈동자,39317,383037,832,2790
2026-06-30,3,군체,15821,5636985,687,1781
2026-06-30,4,와일드 씽,10151,1253604,641,1469
2026-06-30,5,슈퍼걸,6075,124203,678,1578
2026-06-30,6,백룸,5129,1164295,343,568
2026-06-30,7,짝사랑 세계,1422,14192,128,231
2026-06-30,8,너만 보이는 날,1363,15968,135,162
2026-06-30,9,비긴 어게인,1116,3742629,77,111
2026-06-30,10,정동원 팬콘서트 필름 : 다시 만나는 길,994,10316,40,54
2026-06-29,1,토이 스토리 5,40699,1658022,1127,4197
2026-06-29,2,눈동자,38498,343720,809,2716
2026-06-29,3,군체,14403,5621164,672,1759
2026-06-29,4,와일드 씽,9414,1243453,610,1418
2026-06-29,5,슈퍼걸,6281,118128,670,1615
2026-06-29,6,백룸,5213,1159166,343,563
2026-06-29,7,왕과 사는 남자,1203,16905949,32,32
2026-06-29,8,짝사랑 세계,1164,12770,132,238
2026-06-29,9,비긴 어게인,1037,3741513,77,110
2026-06-29,10,정동원 팬콘서트 필름 : 다시 만나는 길,1027,9322,39,56
2026-06-28,1,토이 스토리 5,201956,1617323,1705,6806
2026-06-28,2,눈동자,88921,305222,955,2774
2026-06-28,3,군체,33363,5606761,799,1837
2026-06-28,4,와일드 씽,23281,1234039,704,1483
2026-06-28,5,슈퍼걸,19591,111847,773,1864
2026-06-28,6,백룸,10180,1153953,370,566
2026-06-28,7,해피엔드,2546,143878,71,82
2026-06-28,8,신사: 악귀의 속삭임,2438,45711,102,129
2026-06-28,9,정동원 팬콘서트 필름 : 다시 만나는 길,2303,8295,42,60
2026-06-28,10,짝사랑 세계,2225,11606,131,201
2026-06-27,1,토이 스토리 5,226045,1415367,1734,7142
2026-06-27,2,눈동자,95028,216301,921,2830
2026-06-27,3,군체,41073,5573398,818,1948
2026-06-27,4,와일드 씽,28434,1210758,717,1567
2026-06-27,5,슈퍼걸,26356,92256,806,2087
2026-06-27,6,백룸,12449,1143773,361,574
2026-06-27,7,해피엔드,2666,141332,76,84
2026-06-27,8,정동원 팬콘서트 필름 : 다시 만나는 길,2639,5992,42,74
2026-06-27,9,신사: 악귀의 속삭임,2570,43273,111,138
2026-06-27,10,짝사랑 세계,2360,9381,133,218
2026-06-25,1,토이 스토리 5,47610,1114388,1193,4022
2026-06-25,2,눈동자,33866,72277,764,2518
2026-06-25,3,군체,17300,5510690,677,1715
2026-06-25,4,슈퍼걸,14329,50083,830,2476
2026-06-25,5,와일드 씽,12409,1166374,607,1400
2026-06-25,6,백룸,6360,1123430,340,499
2026-06-25,7,에픽: 엘비스 프레슬리 콘서트,4918,9991,25,25
2026-06-25,8,너만 보이는 날,1927,8631,144,183
2026-06-25,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1552,81338,39,42
2026-06-25,10,짝사랑 세계,1495,5489,135,226
2026-06-24,1,토이 스토리 5,75206,1066778,1254,4315
2026-06-24,2,슈퍼걸,34938,35754,883,2916
2026-06-24,2,눈동자,34938,38411,789,2559
2026-06-24,4,군체,24627,5493390,706,1809
2026-06-24,5,와일드 씽,19418,1153965,651,1496
2026-06-24,6,백룸,8608,1117070,339,503
2026-06-24,7,짝사랑 세계,3562,3994,150,275
2026-06-24,8,너만 보이는 날,3337,6704,158,201
2026-06-24,9,해피엔드,1514,136582,82,92
2026-06-24,10,디스클로저 데이,1506,250842,105,113
2026-06-23,1,토이 스토리 5,59813,991572,1441,5569
2026-06-23,2,군체,23250,5468763,885,2654
2026-06-23,3,와일드 씽,17890,1134547,760,2225
2026-06-23,4,백룸,10439,1108462,503,937
2026-06-23,5,디스클로저 데이,3424,249336,435,582
2026-06-23,6,신사: 악귀의 속삭임,2232,37982,201,323
2026-06-23,7,마이클,2093,1615847,217,281
2026-06-23,8,비긴 어게인,2052,3733473,117,208
2026-06-23,9,상자 속의 양,1931,67801,213,251
2026-06-23,10,비포 선라이즈,1295,101165,98,128
2026-06-22,1,토이 스토리 5,59378,931759,1399,5599
2026-06-22,2,군체,25259,5445513,867,2671
2026-06-22,3,와일드 씽,16114,1116657,714,2131
2026-06-22,4,백룸,11277,1098023,514,949
2026-06-22,5,디스클로저 데이,2658,245912,424,571
2026-06-22,6,신사: 악귀의 속삭임,2332,35750,196,320
2026-06-22,7,상자 속의 양,2158,65870,203,237
2026-06-22,8,비긴 어게인,2025,3731421,114,202
2026-06-22,9,마이클,1875,1613754,201,264
2026-06-22,10,비포 선라이즈,1135,99870,100,130
2026-06-21,1,토이 스토리 5,287035,872381,1837,8198
2026-06-21,2,군체,63119,5420254,952,2837
2026-06-21,3,와일드 씽,45799,1100543,800,2360
2026-06-21,4,백룸,22444,1086746,554,988
2026-06-21,5,신사: 악귀의 속삭임,6973,33418,217,347
2026-06-21,6,디스클로저 데이,5946,243254,436,577
2026-06-21,7,마이클,4335,1611879,195,232
2026-06-21,8,비긴 어게인,3242,3729396,117,174
2026-06-21,9,상자 속의 양,2580,63712,198,223
2026-06-21,10,디어 마이 히어로,2475,15722,153,185
2026-06-20,1,토이 스토리 5,335726,585346,1847,8510
2026-06-20,2,군체,87583,5357135,1004,3015
2026-06-20,3,와일드 씽,62542,1054744,829,2525
2026-06-20,4,백룸,28414,1064302,560,1054
2026-06-20,5,신사: 악귀의 속삭임,9601,26445,224,373
2026-06-20,6,디스클로저 데이,7669,237308,437,586
2026-06-20,7,마이클,5030,1607544,204,240
2026-06-20,8,비긴 어게인,4766,3726154,123,185
2026-06-20,9,상자 속의 양,3301,61132,195,224
2026-06-20,10,만달로리안과 그로구,2405,221481,84,98
2026-06-19,1,토이 스토리 5,90267,249620,1564,6209
2026-06-19,2,군체,37964,5269552,970,2896
2026-06-19,3,와일드 씽,25202,992202,820,2391
2026-06-19,4,백룸,15036,1035888,531,1005
2026-06-19,5,디스클로저 데이,4478,229639,473,662
2026-06-19,6,신사: 악귀의 속삭임,3734,16844,208,366
2026-06-19,7,상자 속의 양,3420,57831,224,264
2026-06-19,8,비긴 어게인,2655,3721388,119,198
2026-06-19,9,마이클,2142,1602514,200,249
2026-06-19,10,비포 선라이즈,1209,94778,91,126
2026-06-18,1,토이 스토리 5,63122,159353,1495,5801
2026-06-18,2,군체,29223,5231588,914,2752
2026-06-18,3,와일드 씽,23360,967000,786,2286
2026-06-18,4,백룸,10760,1020852,495,876
2026-06-18,5,에픽: 엘비스 프레슬리 콘서트,4947,5073,26,26
2026-06-18,6,디스클로저 데이,4549,225161,543,781
2026-06-18,7,신사: 악귀의 속삭임,4213,13110,209,366
2026-06-18,8,상자 속의 양,3636,54411,232,278
2026-06-18,9,마이클,2693,1600372,213,255
2026-06-18,10,비긴 어게인,2180,3718733,115,188
2026-06-17,1,토이 스토리 5,94694,96231,1538,6104
2026-06-17,2,군체,30906,5202365,936,2808
2026-06-17,3,와일드 씽,25267,943640,786,2312
2026-06-17,4,백룸,9898,1010092,513,908
2026-06-17,5,신사: 악귀의 속삭임,7145,8897,207,403
2026-06-17,6,디스클로저 데이,5600,220612,569,849
2026-06-17,7,상자 속의 양,3661,50775,224,276
2026-06-17,8,비긴 어게인,3115,3716553,119,192
2026-06-17,9,마이클,1880,1597679,207,246
2026-06-17,10,싱 스트리트,1603,593628,78,96
2026-06-16,1,군체,32022,5171459,1146,3973
2026-06-16,2,와일드 씽,24984,918373,935,2990
2026-06-16,3,백룸,12240,1000194,649,1510
2026-06-16,4,디스클로저 데이,9976,215012,783,1998
