기준일자,박스오피스순위,영화명,해당일관객수,누적관객수,스크린수,상영횟수
2026-06-04,2,와일드 씽,40464,222541,1253,4715
2026-06-04,3,백룸,27071,599811,775,1991
2026-06-04,4,마이클,8681,1476625,517,784
2026-06-04,5,만달로리안과 그로구,4174,160657,284,363
2026-06-04,6,노트북,3279,830924,77,142
2026-06-04,7,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,3244,14815,62,110
2026-06-04,8,이상한 과자 가게 전천당,1897,97708,267,301
2026-06-04,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1237,53803,81,90
2026-06-04,10,뒷자리에 태워줘,1205,15323,70,70
2026-06-03,1,군체,331471,3936513,1516,5783
2026-06-03,2,와일드 씽,160756,182077,1351,5470
2026-06-03,3,백룸,114102,572740,872,2302
2026-06-03,4,마이클,37148,1467944,524,788
2026-06-03,5,이상한 과자 가게 전천당,30346,95811,531,714
2026-06-03,6,만달로리안과 그로구,17876,156483,308,437
2026-06-03,7,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,11499,11571,62,112
2026-06-03,8,슈퍼 마리오 갤럭시,11396,1618765,196,217
2026-06-03,9,돌핀보이: 푸른 바다의 수호자,5419,5634,222,242
2026-06-03,10,신극장판 은혼: 요시와라 대염상,3475,70388,60,68
2026-06-02,1,군체,135387,3605042,1811,7383
2026-06-02,2,백룸,39057,458638,841,2349
2026-06-02,3,마이클,21071,1430796,694,1653
2026-06-02,4,만달로리안과 그로구,13751,138607,641,1267
2026-06-02,5,상자 속의 양,5023,10431,28,28
2026-06-02,6,이상한 과자 가게 전천당,3005,65465,354,478
2026-06-02,7,악마는 프라다를 입는다 2,2797,1590300,226,281
2026-06-02,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2386,49532,133,159
2026-06-02,9,프로젝트 헤일메리,1804,2896778,105,121
2026-06-02,10,왕과 사는 남자,1191,16891138,58,69
2026-06-01,1,군체,101982,3469655,1732,6914
2026-06-01,2,백룸,28523,419581,762,2138
2026-06-01,3,마이클,14792,1409725,660,1536
2026-06-01,4,만달로리안과 그로구,8136,124856,598,1167
2026-06-01,5,악마는 프라다를 입는다 2,2098,1587503,207,262
2026-06-01,6,이상한 과자 가게 전천당,2039,62460,344,449
2026-06-01,7,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1473,47146,127,154
2026-06-01,8,신극장판 은혼: 요시와라 대염상,950,66009,121,133
2026-06-01,9,프로젝트 헤일메리,921,2894974,98,109
2026-06-01,10,왕과 사는 남자,893,16889947,53,60
2026-05-31,1,군체,365458,3367673,1950,7981
2026-05-31,2,백룸,112952,391058,1014,2423
2026-05-31,3,마이클,55194,1394933,757,1686
2026-05-31,4,만달로리안과 그로구,28241,116720,680,1326
2026-05-31,5,이상한 과자 가게 전천당,27551,60421,515,830
2026-05-31,6,슈퍼 마리오 갤럭시,12984,1606327,365,493
2026-05-31,7,극장판 호빵맨: 세균맨과 그림책의 루룬,4876,30336,181,230
2026-05-31,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,3730,45673,130,149
2026-05-31,9,와일드 씽,3724,19981,50,57
2026-05-31,10,악마는 프라다를 입는다 2,3502,1585405,148,181
2026-05-30,1,군체,423314,3002215,1991,8490
2026-05-30,2,백룸,132437,278106,909,2234
2026-05-30,3,마이클,58073,1339739,775,1789
2026-05-30,4,만달로리안과 그로구,33808,88479,687,1445
2026-05-30,5,이상한 과자 가게 전천당,24240,32870,516,866
2026-05-30,6,슈퍼 마리오 갤럭시,12164,1593343,393,539
2026-05-30,7,와일드 씽,4963,16257,52,60
2026-05-30,8,악마는 프라다를 입는다 2,4223,1581903,163,198
2026-05-30,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,4201,41943,132,153
2026-05-30,10,극장판 호빵맨: 세균맨과 그림책의 루룬,4012,25460,166,216
2026-05-29,1,군체,182224,2578901,1854,7389
2026-05-29,2,백룸,57805,145669,773,1851
2026-05-29,3,마이클,23414,1281666,771,1811
2026-05-29,4,만달로리안과 그로구,15000,54671,699,1670
2026-05-29,5,이상한 과자 가게 전천당,6683,8630,485,738
2026-05-29,6,와일드 씽,6217,11294,33,33
2026-05-29,7,악마는 프라다를 입는다 2,4255,1577680,265,390
2026-05-29,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2538,37742,138,166
2026-05-29,9,뒷자리에 태워줘,1715,7023,140,187
2026-05-29,10,신극장판 은혼: 요시와라 대염상,1628,58128,140,155
2026-05-28,1,군체,125432,2396677,1773,6887
2026-05-28,2,백룸,33233,87864,716,1691
2026-05-28,3,마이클,18579,1258252,750,1805
2026-05-28,4,만달로리안과 그로구,12037,39671,714,1720
2026-05-28,5,상자 속의 양,5408,5408,32,32
2026-05-28,6,카드캡터 체리 극장판,4456,4456,162,238
2026-05-28,7,악마는 프라다를 입는다 2,3695,1573425,291,424
2026-05-28,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2275,35204,139,171
2026-05-28,9,와일드 씽,1988,5077,10,10
2026-05-28,10,뒷자리에 태워줘,1634,5308,142,191
2026-05-27,1,군체,209405,2271245,1813,6970
2026-05-27,2,백룸,54103,54631,688,1609
2026-05-27,3,마이클,34487,1239673,809,1879
2026-05-27,4,만달로리안과 그로구,26242,27634,809,2103
2026-05-27,5,악마는 프라다를 입는다 2,5333,1569730,304,452
2026-05-27,6,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,3533,32929,149,178
2026-05-27,7,신극장판 은혼: 요시와라 대염상,2935,54997,166,195
2026-05-27,8,뒷자리에 태워줘,2045,3674,155,201
2026-05-27,9,프로젝트 헤일메리,1398,2887013,106,126
2026-05-27,10,미세스 그린 애플 매지컬 10주년 기념 라이브 ~피오르드~ 온 스크린,1279,1279,21,21
2026-05-26,1,군체,150488,2061840,1858,7855
2026-05-26,2,마이클,20593,1205186,809,2436
2026-05-26,3,악마는 프라다를 입는다 2,5821,1564397,487,992
2026-05-26,4,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,3192,29396,142,211
2026-05-26,5,살목지,2196,3232828,331,464
2026-05-26,6,프로젝트 헤일메리,2107,2885615,198,268
2026-05-26,7,신극장판 은혼: 요시와라 대염상,2006,52062,335,471
2026-05-26,8,슈퍼 마리오 갤럭시,1198,1578102,176,204
2026-05-26,9,왕과 사는 남자,1181,16884980,134,152
2026-05-26,10,남태령,706,4761,54,64
2026-05-25,1,군체,491898,1911352,1973,8615
2026-05-25,2,마이클,109377,1184593,901,2773
2026-05-25,3,슈퍼 마리오 갤럭시,38095,1576904,585,1027
2026-05-25,4,악마는 프라다를 입는다 2,16318,1558576,495,842
2026-05-25,5,살목지,8147,3230632,384,514
2026-05-25,6,신극장판 은혼: 요시와라 대염상,7308,50056,368,501
2026-05-25,7,프로젝트 헤일메리,6880,2883508,176,209
2026-05-25,8,극장판 호빵맨: 세균맨과 그림책의 루룬,6682,19146,221,350
2026-05-25,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,5652,26204,153,201
2026-05-25,10,왕과 사는 남자,2802,16883799,117,144
2026-05-24,1,군체,547652,1419454,2020,9094
2026-05-24,2,마이클,122850,1075216,922,2924
2026-05-24,3,슈퍼 마리오 갤럭시,27591,1538809,621,1059
2026-05-24,4,악마는 프라다를 입는다 2,16996,1542258,524,904
2026-05-24,5,살목지,9998,3222485,404,565
2026-05-24,6,신극장판 은혼: 요시와라 대염상,8702,42748,375,525
2026-05-24,7,프로젝트 헤일메리,6975,2876628,170,207
2026-05-24,8,극장판 호빵맨: 세균맨과 그림책의 루룬,5355,12464,220,354
2026-05-24,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,4591,20552,153,196
2026-05-24,10,극장판 내 마음의 위험한 녀석,4429,15740,124,181
2026-05-23,1,군체,450630,871802,2016,9116
2026-05-23,2,마이클,103652,952366,856,2839
2026-05-23,3,슈퍼 마리오 갤럭시,24347,1511218,610,1039
2026-05-23,4,악마는 프라다를 입는다 2,15980,1525262,521,931
2026-05-23,5,신극장판 은혼: 요시와라 대염상,11699,34046,397,552
2026-05-23,6,살목지,8638,3212487,414,560
2026-05-23,7,극장판 호빵맨: 세균맨과 그림책의 루룬,6708,7109,221,372
2026-05-23,8,프로젝트 헤일메리,5490,2869653,171,211
2026-05-23,9,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,5283,15961,155,204
2026-05-23,10,극장판 내 마음의 위험한 녀석,4873,11311,124,182
2026-05-22,1,군체,216435,421172,1939,8162
2026-05-22,2,마이클,41008,848714,874,2796
2026-05-22,3,악마는 프라다를 입는다 2,11684,1509282,544,1174
2026-05-22,4,살목지,4841,3203849,446,667
2026-05-22,5,신극장판 은혼: 요시와라 대염상,4779,22347,378,607
2026-05-22,6,슈퍼 마리오 갤럭시,3594,1486871,237,288
2026-05-22,7,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2850,10678,138,220
2026-05-22,8,프로젝트 헤일메리,2654,2864163,181,221
2026-05-22,9,극장판 내 마음의 위험한 녀석,2543,6438,109,181
2026-05-22,10,왕과 사는 남자,1500,16876674,129,150
2026-05-21,1,군체,187665,204737,1880,7695
2026-05-21,2,마이클,29285,807706,868,2623
2026-05-21,3,악마는 프라다를 입는다 2,9413,1497598,529,1108
2026-05-21,4,신극장판 은혼: 요시와라 대염상,4093,17568,373,603
2026-05-21,5,극장판 내 마음의 위험한 녀석,3895,3895,115,205
2026-05-21,6,리마인더스 오브 힘,3000,3000,17,17
2026-05-21,7,살목지,2914,3199008,384,545
2026-05-21,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2674,7828,133,212
2026-05-21,9,슈퍼 마리오 갤럭시,2518,1483277,200,234
2026-05-21,10,왕과 사는 남자,2334,16875174,137,161
2026-05-20,1,마이클,48844,778421,1563,5288
2026-05-20,2,악마는 프라다를 입는다 2,15939,1488185,752,2137
2026-05-20,3,군체,12772,17072,66,67
2026-05-20,4,신극장판 은혼: 요시와라 대염상,11687,13475,440,901
2026-05-20,5,살목지,9620,3196094,644,1560
2026-05-20,6,프로젝트 헤일메리,4949,2859808,370,537
2026-05-20,7,슈퍼 마리오 갤럭시,3741,1480759,392,531
2026-05-20,8,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,3635,5154,155,273
2026-05-20,9,왕과 사는 남자,3521,16872840,251,344
2026-05-20,10,탑건: 매버릭,1915,8275966,93,147
2026-05-19,1,마이클,38032,729577,1526,5059
2026-05-19,2,악마는 프라다를 입는다 2,13783,1472246,772,2174
2026-05-19,3,살목지,7973,3186474,613,1541
2026-05-19,4,슈퍼 마리오 갤럭시,3890,1477018,442,666
2026-05-19,5,프로젝트 헤일메리,3750,2854859,401,578
2026-05-19,6,왕과 사는 남자,3014,16869319,261,353
2026-05-19,7,짱구,2144,407791,265,366
2026-05-19,8,군체,1953,4300,9,9
2026-05-19,9,이프 온리,1833,1059253,211,291
2026-05-19,10,탑건: 매버릭,1830,8274051,130,184
2026-05-18,1,마이클,43653,691545,1534,5202
2026-05-18,2,악마는 프라다를 입는다 2,14277,1458463,774,2200
2026-05-18,3,살목지,8793,3178501,622,1583
2026-05-18,4,프로젝트 헤일메리,3965,2851109,391,580
2026-05-18,5,슈퍼 마리오 갤럭시,3642,1473128,444,685
2026-05-18,6,와일드 씽,2440,2652,8,9
2026-05-18,7,왕과 사는 남자,2426,16866305,261,348
2026-05-18,8,군체,1941,2347,9,9
2026-05-18,9,이프 온리,1830,1057420,210,290
2026-05-18,10,짱구,1790,405647,264,364
2026-05-17,1,마이클,179025,647892,1661,6416
2026-05-17,2,슈퍼 마리오 갤럭시,59067,1469486,903,2169
2026-05-17,3,악마는 프라다를 입는다 2,40144,1444186,847,2516
2026-05-17,4,살목지,32131,3169708,743,2010
2026-05-17,5,프로젝트 헤일메리,13124,2847144,424,598
2026-05-17,6,탑건: 매버릭,6030,8270540,135,195
2026-05-17,7,왕과 사는 남자,4854,16863879,252,330
2026-05-17,8,이프 온리,4820,1055590,242,302
2026-05-17,9,짱구,4676,403857,284,407
2026-05-17,10,교생실습,4109,22022,237,340
2026-05-16,1,마이클,204422,468867,1696,6808
2026-05-16,2,슈퍼 마리오 갤럭시,55266,1410419,902,2198
2026-05-16,3,악마는 프라다를 입는다 2,49883,1404042,870,2621
2026-05-16,4,살목지,38823,3137577,751,2170
2026-05-16,5,프로젝트 헤일메리,15867,2834020,437,623
2026-05-16,6,탑건: 매버릭,7199,8264510,133,207
2026-05-16,7,교생실습,5250,17913,237,350
2026-05-16,8,짱구,4684,399181,284,408
2026-05-16,9,왕과 사는 남자,4664,16859025,249,328
2026-05-16,10,이프 온리,4475,1050770,232,291
2026-05-15,1,마이클,86922,264445,1718,6216
2026-05-15,2,악마는 프라다를 입는다 2,30518,1354159,843,2487
2026-05-15,3,살목지,20009,3098754,743,2011
2026-05-15,4,슈퍼 마리오 갤럭시,9229,1355153,579,944
2026-05-15,5,프로젝트 헤일메리,8386,2818153,414,598
2026-05-15,6,왕과 사는 남자,4155,16854361,276,346
2026-05-15,7,교생실습,3378,12663,240,385
2026-05-15,8,이프 온리,3187,1046295,231,328
2026-05-15,9,짱구,3080,394497,306,438
2026-05-15,10,탑건: 매버릭,3061,8257311,131,204
2026-05-14,1,마이클,59035,177523,1687,5731
2026-05-14,2,악마는 프라다를 입는다 2,23909,1323641,826,2301
2026-05-14,3,살목지,11588,3078745,715,1763
2026-05-14,4,슈퍼 마리오 갤럭시,6117,1345924,515,805
2026-05-14,5,프로젝트 헤일메리,5192,2809767,381,519
2026-05-14,6,왕과 사는 남자,3739,16850206,261,326
2026-05-14,7,교생실습,3484,9285,237,396
2026-05-14,8,짱구,2885,391417,296,407
2026-05-14,9,이프 온리,2474,1043108,231,320
2026-05-14,10,탑건: 매버릭,2087,8254250,125,198
2026-05-13,1,마이클,99902,118488,1734,6157
2026-05-13,2,악마는 프라다를 입는다 2,29970,1299732,817,2285
2026-05-13,3,살목지,16441,3067157,728,1841
2026-05-13,4,프로젝트 헤일메리,7048,2804575,356,495
2026-05-13,5,슈퍼 마리오 갤럭시,6561,1339807,519,838
2026-05-13,6,왕과 사는 남자,4625,16846467,266,335
2026-05-13,7,교생실습,3707,5801,253,394
2026-05-13,8,짱구,3306,388532,324,445
2026-05-13,9,이프 온리,2988,1040634,223,309
2026-05-13,10,탑건: 매버릭,2718,8252163,111,174
2026-05-12,1,악마는 프라다를 입는다 2,23289,1269762,1099,3484
2026-05-12,2,살목지,13398,3050716,891,2632
2026-05-12,3,프로젝트 헤일메리,7512,2797527,545,961
2026-05-12,4,슈퍼 마리오 갤럭시,7350,1333246,730,1641
2026-05-12,5,왕과 사는 남자,4875,16841842,398,592
2026-05-12,6,짱구,4170,385226,436,791
2026-05-12,7,란 12.3,2566,234543,275,375
2026-05-12,8,모탈 컴뱃 2,1216,14433,316,404
2026-05-12,9,내 이름은,1069,206709,103,136
2026-05-12,10,올 그린스,554,7695,107,139
2026-05-11,1,악마는 프라다를 입는다 2,24856,1246473,1079,3498
2026-05-11,2,살목지,14561,3037318,878,2641
2026-05-11,3,슈퍼 마리오 갤럭시,7191,1325896,733,1685
2026-05-11,4,프로젝트 헤일메리,7049,2790015,546,934
2026-05-11,5,짱구,4447,381056,429,785
2026-05-11,6,왕과 사는 남자,3446,16836967,372,555
2026-05-11,7,란 12.3,1590,231977,271,360
2026-05-11,8,마이클,1506,18371,4,4
2026-05-11,9,모탈 컴뱃 2,1168,13217,314,410
2026-05-11,10,내 이름은,896,205640,99,128
2026-05-10,1,슈퍼 마리오 갤럭시,82482,1318705,1422,4618
2026-05-10,2,악마는 프라다를 입는다 2,68336,1221617,1132,3898
2026-05-10,3,살목지,56204,3022757,1088,3653
2026-05-10,4,프로젝트 헤일메리,20769,2782966,608,1047
2026-05-10,5,짱구,12231,376609,494,869
2026-05-10,6,왕과 사는 남자,8286,16833521,385,566
2026-05-10,7,란 12.3,4210,230387,297,398
2026-05-10,8,모탈 컴뱃 2,2340,12049,335,404
2026-05-10,9,내 이름은,1540,204744,97,122
2026-05-10,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,819,41268,50,53
2026-05-09,1,악마는 프라다를 입는다 2,84302,1153281,1162,4165
2026-05-09,2,슈퍼 마리오 갤럭시,84026,1236223,1435,4789
2026-05-09,3,살목지,64731,2966553,1083,3863
2026-05-09,4,프로젝트 헤일메리,25296,2762197,605,1107
2026-05-09,5,짱구,12913,364378,498,900
2026-05-09,6,왕과 사는 남자,8658,16825235,400,596
2026-05-09,7,란 12.3,4322,226177,305,405
2026-05-09,8,모탈 컴뱃 2,3159,9709,365,447
2026-05-09,9,내 이름은,1545,203204,104,127
2026-05-09,10,올 그린스,1228,5847,120,147
2026-05-08,1,악마는 프라다를 입는다 2,42875,1068979,1182,4046
2026-05-08,2,살목지,26377,2901822,996,3233
2026-05-08,3,슈퍼 마리오 갤럭시,17524,1152197,924,2350
2026-05-08,4,프로젝트 헤일메리,12485,2736901,568,955
2026-05-08,5,짱구,6118,351465,473,813
2026-05-08,6,왕과 사는 남자,5823,16816577,424,598
2026-05-08,7,란 12.3,2393,221855,301,414
2026-05-08,8,모탈 컴뱃 2,2135,6550,362,526
2026-05-08,9,내 이름은,2056,201659,106,144
2026-05-08,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,757,39300,52,58
2026-05-07,1,악마는 프라다를 입는다 2,31480,1026104,1173,3792
2026-05-07,2,살목지,18283,2875445,929,2748
2026-05-07,3,슈퍼 마리오 갤럭시,10471,1134673,880,2003
2026-05-07,4,프로젝트 헤일메리,8492,2724416,543,859
2026-05-07,5,마이클,8113,15115,45,45
2026-05-07,6,짱구,5142,345347,457,734
2026-05-07,7,왕과 사는 남자,3922,16810754,361,494
2026-05-07,8,란 12.3,2431,219462,275,381
2026-05-07,9,모탈 컴뱃 2,1706,4415,358,515
2026-05-07,10,내 이름은,1592,199603,126,167
2026-05-06,1,악마는 프라다를 입는다 2,35509,994624,1158,3912
2026-05-06,2,살목지,20988,2857162,961,2874
2026-05-06,3,슈퍼 마리오 갤럭시,13523,1124202,900,2280
2026-05-06,4,프로젝트 헤일메리,9281,2715924,488,807
2026-05-06,5,짱구,7081,340205,448,722
2026-05-06,6,왕과 사는 남자,3299,16806832,324,438
2026-05-06,7,모탈 컴뱃 2,2543,2709,365,592
2026-05-06,8,란 12.3,2227,217031,253,335
2026-05-06,9,올 그린스,2194,2694,133,201
2026-05-06,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1954,37567,55,61
2026-05-05,1,슈퍼 마리오 갤럭시,283280,1110679,1847,6853
2026-05-05,2,악마는 프라다를 입는다 2,124686,959115,1199,4038
2026-05-05,3,살목지,108212,2836174,1233,3333
2026-05-05,4,프로젝트 헤일메리,30809,2706643,496,708
2026-05-05,5,짱구,19000,333124,505,754
2026-05-05,6,왕과 사는 남자,13309,16803533,350,455
2026-05-05,7,란 12.3,8889,214804,268,330
2026-05-05,8,사랑의 하츄핑 특별판,3284,12323,254,299
2026-05-05,9,극장판 반짝반짝 달님이: 싱어롱 파티,2342,9515,169,238
2026-05-05,10,내 이름은,2073,196266,140,165
2026-05-04,1,슈퍼 마리오 갤럭시,141462,827399,1487,5546
2026-05-04,2,악마는 프라다를 입는다 2,98410,834429,1252,4778
2026-05-04,3,살목지,91937,2727962,1216,3695
2026-05-04,4,프로젝트 헤일메리,26249,2675834,522,755
2026-05-04,5,짱구,15623,314124,497,797
2026-05-04,6,왕과 사는 남자,10724,16790224,325,437
2026-05-04,7,란 12.3,6817,205915,330,430
2026-05-04,8,내 이름은,2220,194193,146,185
2026-05-04,9,사랑의 하츄핑 특별판,1496,9039,213,237
2026-05-04,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1436,34539,85,96
2026-05-02,1,슈퍼 마리오 갤럭시,157833,499416,1608,6089
2026-05-02,2,악마는 프라다를 입는다 2,153936,590930,1368,5318
2026-05-02,3,살목지,128023,2512323,1318,3490
2026-05-02,4,프로젝트 헤일메리,31577,2618065,464,643
2026-05-02,5,짱구,24202,273378,509,798
2026-05-02,6,왕과 사는 남자,11581,16764781,290,378
2026-05-02,7,란 12.3,11115,186703,280,343
2026-05-02,8,내 이름은,3423,188072,169,209
2026-05-02,9,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2250,31337,84,96
2026-05-02,10,마녀배달부 키키,1967,126203,55,57
2026-05-01,1,슈퍼 마리오 갤럭시,231103,341583,1577,6184
2026-05-01,2,악마는 프라다를 입는다 2,183788,436994,1418,5804
2026-05-01,3,살목지,146272,2384300,1164,3003
2026-05-01,4,프로젝트 헤일메리,32974,2586488,422,580
2026-05-01,5,짱구,24579,249176,473,748
2026-05-01,6,란 12.3,13643,175588,274,334
2026-05-01,7,왕과 사는 남자,12119,16753200,252,322
2026-05-01,8,내 이름은,3634,184649,177,221
2026-05-01,9,사랑의 하츄핑 특별판,3321,3321,295,352
2026-05-01,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2365,29087,84,100
2026-04-30,1,살목지,102147,2238028,957,2477
2026-04-30,2,악마는 프라다를 입는다 2,101438,253206,1540,6202
2026-04-30,3,슈퍼 마리오 갤럭시,47020,110480,1162,4000
2026-04-30,4,프로젝트 헤일메리,16797,2553514,449,606
2026-04-30,5,짱구,16278,224597,539,886
2026-04-30,6,란 12.3,7005,161945,373,514
2026-04-30,7,왕과 사는 남자,6652,16741081,271,370
2026-04-30,8,마이클,6378,7002,34,34
2026-04-30,9,내 이름은,4506,181015,212,297
2026-04-30,10,마녀배달부 키키,2882,122855,76,85
2026-04-29,1,악마는 프라다를 입는다 2,150767,151768,1578,6165
2026-04-29,2,슈퍼 마리오 갤럭시,60433,63460,1166,4173
2026-04-29,3,살목지,59050,2135881,845,2113
2026-04-29,4,프로젝트 헤일메리,13393,2536717,407,548
2026-04-29,5,짱구,13237,208319,523,826
2026-04-29,6,란 12.3,6002,154940,382,511
2026-04-29,7,왕과 사는 남자,5848,16734429,245,331
2026-04-29,8,내 이름은,5752,176509,217,296
2026-04-29,9,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,3083,24272,94,127
2026-04-29,10,마녀배달부 키키,2037,119973,70,74
2026-04-28,1,살목지,51175,2076831,1152,4209
2026-04-28,2,프로젝트 헤일메리,16822,2523324,705,1671
2026-04-28,3,짱구,15554,195082,691,1717
2026-04-28,4,왕과 사는 남자,11671,16728581,614,1343
2026-04-28,5,란 12.3,8011,148938,581,1528
2026-04-28,6,내 이름은,5077,170757,491,826
2026-04-28,7,리 크로닌의 미이라,2746,33691,316,450
2026-04-28,8,르누아르,1942,13670,132,216
2026-04-28,9,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1449,21189,88,136
2026-04-28,10,마녀배달부 키키,1292,117936,114,140
2026-04-27,1,살목지,41902,2025656,1114,4129
2026-04-27,2,짱구,15630,179528,680,1690
2026-04-27,3,프로젝트 헤일메리,15612,2506502,686,1660
2026-04-27,4,왕과 사는 남자,10114,16716910,599,1323
2026-04-27,5,란 12.3,7279,140927,576,1530
2026-04-27,6,내 이름은,4074,165680,450,767
2026-04-27,7,리 크로닌의 미이라,2758,30945,314,450
2026-04-27,8,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1329,19740,88,138
2026-04-27,9,악마는 프라다를 입는다 2,1001,1001,3,4
2026-04-27,10,마녀배달부 키키,949,116644,106,128
2026-04-26,1,살목지,109078,1983754,1349,5326
2026-04-26,2,프로젝트 헤일메리,46552,2490890,796,2008
2026-04-26,3,짱구,42065,163898,878,1925
2026-04-26,4,란 12.3,28349,133648,647,1865
2026-04-26,5,왕과 사는 남자,25080,16706796,674,1576
2026-04-26,6,내 이름은,10615,161606,558,883
2026-04-26,7,리 크로닌의 미이라,4731,28187,332,471
2026-04-26,8,고트: 더 레전드,3908,30056,330,415
2026-04-26,9,마녀배달부 키키,3877,115695,128,155
2026-04-26,10,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,3513,18411,90,146
2026-04-25,1,살목지,147850,1874676,1378,5625
2026-04-25,2,프로젝트 헤일메리,56289,2444338,800,2084
2026-04-25,3,짱구,44479,121833,857,1938
2026-04-25,4,란 12.3,32762,105299,652,1972
2026-04-25,5,왕과 사는 남자,27383,16681716,687,1644
2026-04-25,6,내 이름은,10368,150991,562,912
2026-04-25,7,리 크로닌의 미이라,6491,23456,345,499
2026-04-25,8,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,4441,14898,90,147
2026-04-25,9,마녀배달부 키키,4302,111818,146,172
2026-04-25,10,고트: 더 레전드,3617,26148,335,432
2026-04-24,1,살목지,86527,1726826,1263,4783
2026-04-24,2,프로젝트 헤일메리,26138,2388049,748,1838
2026-04-24,3,짱구,24822,77354,733,1728
2026-04-24,4,란 12.3,17228,72537,739,1933
2026-04-24,5,왕과 사는 남자,14695,16654333,663,1443
2026-04-24,6,내 이름은,6550,140623,546,916
2026-04-24,7,리 크로닌의 미이라,4854,16965,366,582
2026-04-24,8,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2842,10457,90,147
2026-04-24,9,마녀배달부 키키,1783,107516,123,147
